CPU: ID 0x306a9, Processor Type 0x0, Family 0x6, Model 0x3a, Stepping 0x9
Northbridge: 8086:0154 (3rd generation (Ivy Bridge family) Core Processor (Mobile))
Southbridge: 8086:1e57 (HM77)
IGD: 8086:0166 (Intel(R) HD 4000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0xbdebfdff (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x04805c00 (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0xaf166eff (GP_IO_SEL)
gpiobase+0x0004: 0xeeff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x41e90000 (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xdf9a6fb7 (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xdd646eb7 (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00000000 (GPO_BLINK)
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DEFAULT
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DIFF
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x000040b2 (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x000040b2 (GPI_INV) DIFF
gpiobase+0x0030: 0x13ff80fe (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300fe (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x11fc8000 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f04ffe6 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x00530012 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xbead9fc6 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x5a079fc1 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000006ff (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000030 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x000006cf (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3)
gpiobase+0x0048: 0x00000ff0 (GP_LVL3)
gpiobase+0x0048: 0x000000c0 (GP_LVL3) DEFAULT
gpiobase+0x0048: 0x00000f30 (GP_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x00008800 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x01008800 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
pmbase+0x0052: 0x0000     (RESERVED)
pmbase+0x0054: 0x00002000 (RESERVED)
pmbase+0x0058: 0x00000000 (RESERVED)
pmbase+0x005c: 0x00000000 (RESERVED)
pmbase+0x0060: 0x0004     (TCO_RLD)
pmbase+0x0062: 0x00       (TCO_DAT_IN)
pmbase+0x0063: 0x00       (TCO_DAT_OUT)
pmbase+0x0064: 0x0200     (TCO1_STS)
pmbase+0x0066: 0x0000     (TCO2_STS)
pmbase+0x0068: 0x0800     (TCO1_CNT)
pmbase+0x006a: 0x0008     (TCO2_CNT)
pmbase+0x006c: 0x0000     (TCO_MESSAGE)
pmbase+0x006e: 0x00       (TCO_WDCNT)
pmbase+0x006f: 0x00       (RESERVED)
pmbase+0x0070: 0x03       (SW_IRQ_GEN)
pmbase+0x0071: 0x00       (RESERVED)
pmbase+0x0072: 0x0004     (TCO_TMR)
pmbase+0x0074: 0x00000000 (RESERVED)
pmbase+0x0078: 0x00000000 (RESERVED)
pmbase+0x007c: 0x00000000 (RESERVED)



========== LPC/eSPI =========

Error: Dumping LPC/eSPI on this southbridge is not (yet) supported.



============= MCHBAR ============

MCHBAR = 0xfed10000 (MEM)

0x0004: 0x00000d70
0x0008: 0x00000006
0x000c: 0x0007327a
0x0010: 0x0210222e
0x0014: 0x0220222e
0x0020: 0x0009ae0d
0x0024: 0x0009ae0d
0x0030: 0x000000ff
0x0034: 0x00001515
0x0104: 0x00000d70
0x0108: 0x00000006
0x010c: 0x0007327a
0x0110: 0x01d02021
0x0114: 0x01e02020
0x0120: 0x0009b414
0x0124: 0x0009b315
0x0130: 0x000000ff
0x0134: 0x00001515
0x0204: 0x00000d70
0x0208: 0x00000006
0x020c: 0x0007327a
0x0210: 0x01f02319
0x0214: 0x01f02319
0x0220: 0x0009a200
0x0224: 0x0001a13e
0x0230: 0x000000ff
0x0234: 0x00001515
0x0304: 0x00000d70
0x0308: 0x00000006
0x030c: 0x0007327a
0x0310: 0x01c0230c
0x0314: 0x01e0210e
0x0320: 0x0009a301
0x0324: 0x0009a401
0x0330: 0x000000ff
0x0334: 0x00001515
0x0404: 0xffffffff
0x040c: 0x0007327a
0x0410: 0x02112105
0x0414: 0x02112107
0x0420: 0x00020a28
0x0424: 0x00020825
0x0430: 0x000000ff
0x0434: 0x00001515
0x0504: 0xffffffff
0x050c: 0x0007327a
0x0510: 0x01e12300
0x0514: 0x01f12103
0x0520: 0x00020824
0x0524: 0x00020826
0x0530: 0x000000ff
0x0534: 0x00001515
0x0604: 0xffffffff
0x0608: 0x0000ffff
0x060c: 0x0007327a
0x0610: 0x01f02109
0x0614: 0x01f02208
0x0620: 0x00018928
0x0624: 0x00018927
0x0630: 0x000000ff
0x0634: 0x00001515
0x0704: 0xffffffff
0x0708: 0x0000ffff
0x070c: 0x0007327a
0x0710: 0x02002101
0x0714: 0x01f02204
0x0720: 0x00018b28
0x0724: 0x00018b29
0x0730: 0x000000ff
0x0734: 0x00001515
0x080c: 0x0007327a
0x0830: 0x000000ff
0x0834: 0x00001515
0x090c: 0x0007327a
0x0930: 0x000000ff
0x0934: 0x00001515
0x0a00: 0x00000003
0x0a04: 0x00094a66
0x0a08: 0x00094a6c
0x0a0c: 0x01fe4047
0x0a10: 0x00003fff
0x0b00: 0x00000003
0x0b04: 0x00094a66
0x0b08: 0x00094a6c
0x0b0c: 0x01fe4006
0x0b10: 0x00003fff
0x0c00: 0x00000003
0x0c04: 0x000a4a6e
0x0c14: 0x032cb30f
0x0c1c: 0x000002ff
0x0c20: 0x0000ff00
0x0c34: 0x00001514
0x0d00: 0x00000003
0x0d04: 0x000a4a6e
0x0d14: 0x032cb34c
0x0d1c: 0x000002ff
0x0d20: 0x0000ffff
0x0d34: 0x00001514
0x0e00: 0x00000003
0x0e04: 0x00094a66
0x0e08: 0x00094a6c
0x0e0c: 0x01fe4047
0x0e10: 0x00003fff
0x0f00: 0x00000003
0x0f04: 0x00094a66
0x0f08: 0x00094a6c
0x0f0c: 0x01fe4006
0x0f10: 0x00003fff
0x1004: 0xffffffff
0x100c: 0x0007327a
0x1010: 0x01f22135
0x1014: 0x01e22035
0x1020: 0x000a3f1c
0x1024: 0x000a3f1e
0x1030: 0x000000ff
0x1034: 0x00001515
0x1104: 0xffffffff
0x110c: 0x0007327a
0x1110: 0x02022232
0x1114: 0x02122034
0x1120: 0x000a3c1a
0x1124: 0x000a3e1a
0x1130: 0x000000ff
0x1134: 0x00001515
0x1204: 0xffffffff
0x1208: 0x0000ffff
0x120c: 0x0007327a
0x1210: 0x01d1213e
0x1214: 0x01c1213f
0x1220: 0x0009b513
0x1224: 0x0009b614
0x1230: 0x000000ff
0x1234: 0x00001515
0x1304: 0xffffffff
0x1308: 0x0000ffff
0x130c: 0x0007327a
0x1310: 0x01e1203b
0x1314: 0x01e1203b
0x1320: 0x0009b713
0x1324: 0x0009b814
0x1330: 0x000000ff
0x1334: 0x00001515
0x1404: 0xffffffff
0x140c: 0x0007327a
0x1410: 0x02022420
0x1414: 0x02122320
0x1420: 0x00021f3d
0x1424: 0x0002203e
0x1430: 0x000000ff
0x1434: 0x00001515
0x1504: 0xffffffff
0x150c: 0x0007327a
0x1510: 0x01f22221
0x1514: 0x02022222
0x1520: 0x00021938
0x1524: 0x00021b3b
0x1530: 0x000000ff
0x1534: 0x00001515
0x1604: 0xffffffff
0x160c: 0x0007327a
0x1610: 0x01f22320
0x1614: 0x0202231f
0x1620: 0x00020826
0x1624: 0x00020826
0x1630: 0x000000ff
0x1634: 0x00001515
0x1704: 0xffffffff
0x170c: 0x0007327a
0x1710: 0x01f2241c
0x1714: 0x0212241c
0x1720: 0x00020625
0x1724: 0x00020825
0x1730: 0x000000ff
0x1734: 0x00001515
0x1810: 0x24914924
0x1814: 0x0c6671e4
0x1818: 0x00000400
0x1910: 0x24914924
0x1914: 0x0c6671e4
0x1918: 0x00000400
0x4000: 0x001c8bbb
0x4004: 0x0c186465
0x4008: 0x0a022220
0x400c: 0x000058b4
0x401c: 0x00100000
0x4020: 0x10100005
0x4024: 0x20202828
0x4028: 0x000e0033
0x40a8: 0x01000040
0x40ac: 0x00000040
0x40b0: 0x00000640
0x40b4: 0xffffffff
0x40b8: 0x00040000
0x40d4: 0x00000046
0x4200: 0x00060002
0x4204: 0x00060400
0x4208: 0x01000320
0x420c: 0x01060400
0x4214: 0x00000288
0x4218: 0x00000242
0x421c: 0x00000240
0x4220: 0x00000007
0x4224: 0x0001f003
0x4228: 0x0001f105
0x422c: 0x0001f002
0x4230: 0x000f1001
0x4234: 0x01901001
0x4238: 0x04281064
0x423c: 0x00280c01
0x4244: 0x000407e3
0x4248: 0x000407e3
0x4270: 0x59f5a6b4
0x4274: 0x188aa36a
0x4284: 0x00040000
0x428c: 0x00000044
0x4290: 0x00004080
0x4294: 0x000198ff
0x4298: 0x6cd01860
0x429c: 0x00000258
0x42a0: 0x00001003
0x42a4: 0x41f88200
0x4380: 0x00000aaa
0x4384: 0x009b6ea1
0x4388: 0x5f7003ff
0x438c: 0x551d1519
0x4400: 0x001c8bbb
0x4404: 0x0c186465
0x4408: 0x0a022220
0x440c: 0x000058b4
0x441c: 0x00100000
0x4420: 0x10100005
0x4424: 0x20202828
0x4428: 0x000e0033
0x44a8: 0x01000040
0x44ac: 0x00000040
0x44b0: 0x00000640
0x44b4: 0xffffffff
0x44b8: 0x00040000
0x44d4: 0x00000046
0x4600: 0x00060002
0x4604: 0x00060400
0x4608: 0x01000320
0x460c: 0x01060400
0x4614: 0x00000288
0x4618: 0x00000242
0x461c: 0x00000240
0x4620: 0x00000007
0x4624: 0x0001f003
0x4628: 0x0001f105
0x462c: 0x0001f002
0x4630: 0x000f1001
0x4634: 0x01901001
0x4638: 0x04281064
0x463c: 0x00280c01
0x4644: 0x000407e3
0x4648: 0x000407e3
0x4670: 0x8ec627c9
0x4674: 0x290f680f
0x4684: 0x00040000
0x468c: 0x00000044
0x4690: 0x00004080
0x4694: 0x000198ff
0x4698: 0x6cd01860
0x469c: 0x00000258
0x46a0: 0x00001003
0x46a4: 0x41f88200
0x4780: 0x00000aaa
0x4784: 0x009b6ea1
0x4788: 0x5f7003ff
0x478c: 0x551d1519
0x4c00: 0x001c8bbb
0x4c04: 0x0c186465
0x4c08: 0x0a022220
0x4c0c: 0x000058b4
0x4c1c: 0x00100000
0x4c20: 0x10100005
0x4c24: 0x20202828
0x4c28: 0x000e0033
0x4ca8: 0x01000040
0x4cac: 0x00000040
0x4cb0: 0x00000640
0x4cb4: 0xffffffff
0x4cb8: 0x00040000
0x4cd4: 0x00000046
0x4e00: 0x00060002
0x4e04: 0x00060400
0x4e08: 0x01000320
0x4e0c: 0x01060400
0x4e14: 0x00000288
0x4e18: 0x00000242
0x4e1c: 0x00000240
0x4e20: 0x00000007
0x4e24: 0x0001f003
0x4e28: 0x0001f105
0x4e2c: 0x0001f002
0x4e30: 0x000f1001
0x4e34: 0x01901001
0x4e38: 0x04281064
0x4e3c: 0x00280c01
0x4e44: 0x000407e3
0x4e48: 0x000407e3
0x4e70: 0x59faf9ba
0x4e74: 0x188eeeb7
0x4e84: 0x00040000
0x4e8c: 0x00000044
0x4e90: 0x00004080
0x4e94: 0x000198ff
0x4e98: 0x6cd01860
0x4e9c: 0x00000258
0x4ea0: 0x00001003
0x4ea4: 0x41f88200
0x4f80: 0x00000aaa
0x4f84: 0x009b6ea1
0x4f88: 0x5f7003ff
0x4f8c: 0x551d1519
0x5000: 0x00000024
0x5004: 0x00620020
0x5008: 0x00620020
0x500c: 0x00600000
0x5014: 0x20400000
0x5020: 0x00000006
0x5024: 0x00a030ce
0x5030: 0x0000019f
0x5034: 0x01010000
0x5040: 0x0033d02e
0x5044: 0xdfb2433d
0x5048: 0x04043a5b
0x5050: 0x74d82dcf
0x5054: 0x6f727263
0x5058: 0x4e776036
0x5060: 0x000100ff
0x5064: 0x00073193
0x5080: 0x0000201a
0x5084: 0x00010898
0x5094: 0xffffffff
0x50fc: 0x0000008f
0x5400: 0xfed90001
0x5410: 0xfed91001
0x5418: 0x00000004
0x541c: 0x30000000
0x5500: 0x00100001
0x5880: 0x40175006
0x5888: 0x00e4d0ce
0x5890: 0x02607246
0x5894: 0x0260b798
0x58a4: 0x00002d2d
0x5924: 0x00000010
0x5928: 0x1a37a3a7
0x592c: 0x016ae741
0x5930: 0x01200168
0x5934: 0x00100000
0x5938: 0x000a1003
0x593c: 0x2b310bf3
0x5940: 0x00005660
0x5944: 0x0000eea6
0x5948: 0x00000700
0x5954: 0x00100000
0x5958: 0xe0011700
0x595c: 0x00080c00
0x5960: 0x005f7010
0x5964: 0x636c15ad
0x5968: 0x636c0794
0x596c: 0xc2381bd0
0x5970: 0x05cffcfa
0x5974: 0x05cffcf8
0x5978: 0x0000004b
0x597c: 0x0000004b
0x5980: 0x0000004a
0x5984: 0x74ee97bf
0x5990: 0x000000ff
0x5994: 0x000000ff
0x5998: 0x00070d18
0x599c: 0x00691200
0x59b0: 0x00000380
0x59b4: 0x18141494
0x59b8: 0x00000170
0x59bc: 0x18141494
0x59c0: 0x881f0000
0x5c20: 0x00008000
0x5c24: 0x0000c084
0x5d10: 0x2010040c
0x5d14: 0x80000000
0x5d20: 0x00000005
0x5da8: 0x00000001
0x5e00: 0x00000006
0x5e04: 0x00000006
0x5efc: 0xffff0000
0x5f00: 0x8000270f
0x5f04: 0x7530001a
0x5f08: 0x0000001a
0x5f0c: 0x4e20001a
0x5f10: 0x1f425830
0x5f14: 0x801db100
0x5f18: 0x000000fa
0x5f20: 0x5dc20000
0x5f30: 0x00040001
0x5f38: 0x72ebdbaa
0x5f3c: 0x00000017
0x5f44: 0x01200000
0x5f4c: 0x01200000
0x5f50: 0x80000000
0x6000: 0x00000004
0x6008: 0x800000d8
0x6010: 0xfff00000
0x6014: 0x0000007f
0x6020: 0x00000001
0x6030: 0x000700b0
0x6034: 0x000700b0
0x6200: 0x881e0000
0x63fc: 0x00000001
0x6410: 0x00000c00
0x6430: 0x00fac688
0x6434: 0x00fac688
0x6800: 0x80000044
0x7000: 0x80444444
0x7030: 0x00000018
0x7400: 0x09249249
0x7404: 0x00120249
0x7408: 0x01ffffff
0x740c: 0xb103f851
0x7410: 0x00000013
0x7500: 0x000f0000
0x7504: 0x000000b0
0x77fc: 0x00000001
0x7800: 0x00444444
0x7804: 0x00004444
0x7ffc: 0x00000001
 .tCK = TCK_MHZ800,
.rankmap = { 0x3, 0x3 },
.mad_dimm = { 0x620020, 0x620020 },
.mobile = 0,
.CAS = 11 /* 11 clocks = 13.750 ns */,
.tWR = 12 /* 12 clocks = 15.000 ns */,
.reg_4004_b30 = { 0, 0 },
.tFAW = 24 /* 24 clocks = 30.000 ns */,
.tWTR = 6 /* 6 clocks = 7.500 ns */,
.tCKE = 4 /* 4 clocks = 5.000 ns */,
.tRTP = 6 /* 6 clocks = 7.500 ns */,
.tRRD = 5 /* 5 clocks = 6.250 ns */,
.tRAS = 28 /* 28 clocks = 35.000 ns */,
.tCWL = 8 /* 8 clocks = 10.000 ns */,
.tRP = 11 /* 11 clocks = 13.750 ns */,
.tRCD = 11 /* 11 clocks = 13.750 ns */,
.tXPDLL = 20 /* 20 clocks = 25.000 ns */,
.tXP = 5 /* 5 clocks = 6.250 ns */,
.tAONPD = 8 /* 8 clocks = 10.000 ns */,
.tREFI = 6240 /* 6240 clocks = 7800.000 ns */,
.tRFC = 208 /* 208 clocks = 260.000 ns */,
.tMOD = 12 /* 12 clocks = 15.000 ns */,
.tXSOffset = 8 /* 8 clocks = 10.000 ns */,
.reg5064b0 = 0x193,
.channel_size_mb = { ?, 8192 },
/* CH0S0: 8192 MiB  */
/* CH1S0: 8192 MiB  */
/* SPD matching current mode:  */
/* CH0S0  */
00: 92 11 0b 03 04 00 00 09 03 52 01 08 0a 00 80 00 
10: 6e 78 6e 32 6e 11 18 81 20 08 3c 3c 00 f0 00 00 
20: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
30: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 00 
40: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
50: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
60: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
70: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6d 17 
80: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
90: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 

/* CH1S0  */
00: 92 11 0b 03 04 00 00 09 03 52 01 08 0a 00 80 00 
10: 6e 78 6e 32 6e 11 18 81 20 08 3c 3c 00 f0 00 00 
20: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
30: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 00 
40: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
50: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
60: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
70: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6d 17 
80: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
90: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 




============= EPBAR =============

EPBAR = 0xfed19000 (MEM)

0x0000: 0x04010002
0x0004: 0x00000001
0x0010: 0x00000001
0x0014: 0x80000001
0x001c: 0x00008001
0x0020: 0x81000002
0x0040: 0x00010005
0x0044: 0x00010501
0x0050: 0x01010001
0x0058: 0xfed18000
0x0060: 0x02010003
0x0068: 0x00008000
0x0070: 0x03010003
0x0078: 0x00009000
0x0080: 0x04000002
0x0090: 0x05000002



============= DMIBAR ============

DMIBAR = 0xfed18000 (MEM)

0x0000: 0x04010002
0x0004: 0x00000001
0x0010: 0x00000001
0x0014: 0x80000019
0x001c: 0x00008001
0x0020: 0x81000022
0x0028: 0x00000001
0x002c: 0x82000044
0x0034: 0x00008000
0x0038: 0x87000080
0x0040: 0x08010005
0x0044: 0x01010202
0x0050: 0x00020001
0x0058: 0xfed1c000
0x0060: 0x00010001
0x0068: 0xfed19000
0x0080: 0x00010006
0x0084: 0x0041ac42
0x0088: 0x00420003
0x0098: 0x00000002
0x00f0: 0x00000800
0x00f4: 0x00050020
0x00fc: 0x00100001
0x01c0: 0x00010001
0x01cc: 0x00060010
0x01d4: 0x00002000
0x01f8: 0x00010000
0x01fc: 0x7ca01000
0x0200: 0x80000000
0x0204: 0x00f78000
0x0208: 0x000004b0
0x0214: 0x000a000f
0x0218: 0x03920d95
0x021c: 0x0d960d96
0x0224: 0x97410007
0x022c: 0x00c2403c
0x0230: 0x2800000c
0x0234: 0x4abcb5bc
0x0238: 0x202c02c3
0x0250: 0x08d00320
0x0254: 0x000c0f10
0x0258: 0x60000600
0x025c: 0x14084c60
0x0300: 0x00e50fa7
0x0304: 0x00f50fe7
0x0308: 0x000c0040
0x030c: 0x00690216
0x0310: 0x006a0217
0x0314: 0x000c0000
0x0318: 0x0015021a
0x031c: 0x0025025a
0x0320: 0x30073007
0x0324: 0x30083008
0x032c: 0x000c0028
0x0330: 0x000c0000
0x0334: 0x000c0028
0x0338: 0x000c0000
0x0344: 0x000c0028
0x0348: 0x000b0000
0x0398: 0x00b20ac5
0x039c: 0x00c20b05
0x03b8: 0x00810129
0x03bc: 0x00910169
0x03dc: 0x00100040
0x0400: 0x1401000b
0x0404: 0x0c000001
0x0408: 0x0010100d
0x040c: 0x02800063
0x0410: 0x00000003
0x0414: 0x00000002
0x0418: 0x00000001
0x041c: 0x00800000
0x0428: 0x00400002
0x0438: 0x0000000f
0x0440: 0x000e0b00
0x0448: 0xffff0000
0x044c: 0xffff0000
0x0468: 0x06000084
0x046c: 0x00000f00
0x0470: 0xabc2d6bc
0x0474: 0x0000ffff
0x0490: 0x10000000
0x04b8: 0x000000fa
0x04bc: 0x0000c8c8
0x0508: 0x00000001
0x0530: 0xbf0508a8
0x0534: 0xc468fa22
0x0560: 0x00000100
0x0700: 0x45fb9008
0x0720: 0x45fb9008
0x0804: 0x00000001
0x0900: 0x50000000
0x0904: 0x2a1846ec
0x0908: 0x51fffaeb
0x090c: 0x00000128
0x0910: 0x00004300
0x0914: 0x98200280
0x091c: 0x00020000
0x0920: 0x50000000
0x0924: 0x2a1846ec
0x0928: 0x51fffaeb
0x092c: 0x00000128
0x0930: 0x00004300
0x0934: 0x98200280
0x093c: 0x00020000
0x0a00: 0x03242018
0x0a04: 0x0c0718f0
0x0a08: 0x06208300
0x0a0c: 0x00000080
0x0a10: 0x03242018
0x0a14: 0x0c0718f0
0x0a18: 0x06208300
0x0a1c: 0x00000080
0x0a20: 0x03242018
0x0a24: 0x0c0718f0
0x0a28: 0x06208300
0x0a2c: 0x00000080
0x0a30: 0x03242018
0x0a34: 0x0c0718f0
0x0a38: 0x06208300
0x0a3c: 0x00000080
0x0b80: 0x00000200
0x0b98: 0x00001c20
0x0ba4: 0x0000000d
0x0ba8: 0x00e00014
0x0c00: 0x29700c08
0x0c04: 0x2e680008
0x0c08: 0x100c5843
0x0c0c: 0x00063400
0x0c10: 0x00000100
0x0c14: 0x0e004000
0x0c18: 0x00000054
0x0c1c: 0xa0202000
0x0c24: 0xa0840080
0x0c28: 0x0003a091
0x0c30: 0x40024000
0x0c38: 0x18000402
0x0c40: 0x00003ff1
0x0c44: 0x00003ff2
0x0c4c: 0x00000231
0x0c50: 0x00000020
0x0ccc: 0x00000001
0x0cd4: 0xff0000ff
0x0cd8: 0x00005000
0x0cdc: 0xc1ff0113
0x0d10: 0xffff0000
0x0d14: 0xffff0000
0x0d1c: 0x00000040
0x0d34: 0x0000005f
0x0d6c: 0x400204e0
0x0d70: 0x8000abf5
0x0d74: 0x000146ec
0x0d78: 0x0000043a
0x0d7c: 0x0002000f
0x0d80: 0xd2c5d503
0x0d84: 0x004b0ffb
0x0dc0: 0x3400fbc0
0x0dc4: 0x0037100a
0x0dc8: 0x00f80236
0x0dcc: 0x36200e06
0x0dd0: 0x0836b180
0x0dd4: 0x00d0a22e
0x0ddc: 0x00014a80
0x0e0c: 0x20000000
0x0e1c: 0x20000000
0x0e2c: 0x20000000


========= PCIEXBAR ========

PCIEXBAR: 0xe0000000

PCIe 00:01.0 extended config space:
0000: 86 80 51 01 07 04 10 00 09 00 04 06 40 00 81 00
0010: 00 00 00 00 00 00 00 00 00 01 01 00 20 20 00 20
0020: 00 c0 00 c1 01 90 f1 a1 00 00 00 00 00 00 00 00
0030: 00 00 00 00 88 00 00 00 00 00 00 00 ff 01 02 00
0040: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0050: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0a
0080: 01 90 03 c8 08 00 00 00 0d 80 00 00 6b 10 fb 00
0090: 05 a0 01 00 00 00 e0 fe 20 00 00 00 00 00 00 00
00a0: 10 00 42 01 01 80 00 00 20 00 00 00 83 ac 61 02
00b0: 43 0c 81 18 80 25 0c 00 00 00 48 00 00 00 00 00
00c0: 00 00 00 00 00 00 00 00 00 00 00 00 0e 00 00 00
00d0: 43 00 1e 00 00 00 00 00 00 00 00 00 00 00 00 00
00e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00f0: 00 00 00 00 00 00 01 00 00 00 00 00 01 00 10 00
0100: 02 00 01 14 00 00 00 00 00 00 00 00 00 00 00 00
0110: 01 00 00 00 ff 00 00 80 00 00 00 00 00 00 00 00
0120: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0130: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0140: 05 00 41 d9 00 01 01 02 00 00 00 00 00 00 00 00
0150: 01 00 01 00 00 00 00 00 00 90 d1 fe 00 00 00 00
0160: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0170: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0180: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0190: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01c0: 01 00 01 00 00 00 00 00 00 00 00 00 10 40 06 00
01d0: 00 00 00 00 00 20 00 00 00 00 00 00 00 00 00 00
01e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01f0: 00 00 00 00 00 00 00 00 00 08 01 00 00 10 a0 7c
0200: 00 00 00 80 00 80 f4 00 b0 74 00 00 00 00 00 00
0210: 00 00 00 00 ff 00 07 00 83 0d c8 08 84 0d 84 0d
0220: 00 00 00 00 1f 00 41 97 1c 17 00 00 3c 40 c2 00
0230: 0c 00 00 28 bc b5 bc 4a a5 01 1a 20 00 00 00 00
